Name,Cation,Anion,Alkyl Chain,Functional Group,Heat Capacity (J/mol·K),Density (kg/m³),Toxicity (IC50 in mM),Solubility (g/L),Hydrophobicity (logP),Viscosity (Pa·s),Pareto Score,In ILThermo
N-(3-aminopentyl)-N-methylpyrrolidinium dicyanamide,Pyrrolidinium,Dicyanamide,Pentyl,Amino,774.4353944,1160.361906,28.02485589,1,3.06536,0.12529386,0.457495837,No
N-(2-hydroxyhexyl)-N-methylpyrrolidinium dicyanamide,Pyrrolidinium,Dicyanamide,Hexyl,Hydroxyl,765.3801312,1139.247031,28.16522878,1,2.46876,0.086574056,0.461648226,No
N-(3-aminohexyl)-N-methylpyrrolidinium dicyanamide,Pyrrolidinium,Dicyanamide,Hexyl,Amino,786.0845034,1128.562912,22.70705141,1,3.45546,0.132920354,0.462529249,No
N-(2-hydroxyheptyl)-N-methylpyrrolidinium dicyanamide,Pyrrolidinium,Dicyanamide,Heptyl,Hydroxyl,777.0209372,1111.376074,34.00239342,1,2.85886,0.09184372,0.451740535,No
N-(3-aminoheptyl)-N-methylpyrrolidinium dicyanamide,Pyrrolidinium,Dicyanamide,Heptyl,Amino,797.7253094,1101.658208,28.02485589,1,3.84556,0.141011064,0.453297462,No
N-(3-aminooctyl)-N-methylpyrrolidinium dicyanamide,Pyrrolidinium,Dicyanamide,Octyl,Amino,809.3744184,1078.670349,20.43946014,1,4.23566,0.149594247,0.46120383,No
N-(2-hydroxyoctyl)-N-methylpyrrolidinium dicyanamide,Pyrrolidinium,Dicyanamide,Octyl,Hydroxyl,788.6700462,1087.579741,25.63392922,1,3.24896,0.097434142,0.460704967,No
N-(2-hydroxynonyl)-N-methylpyrrolidinium dicyanamide,Pyrrolidinium,Dicyanamide,Nonyl,Hydroxyl,800.3108522,1066.957761,34.00239342,1,3.63906,0.103364847,0.447298105,No
N-(3-aminononyl)-N-methylpyrrolidinium dicyanamide,Pyrrolidinium,Dicyanamide,Nonyl,Amino,821.0152244,1058.734696,28.02485589,1,4.62576,0.158699878,0.448829274,No
N-(2-hydroxydecyl)-N-methylpyrrolidinium dicyanamide,Pyrrolidinium,Dicyanamide,Decyl,Hydroxyl,811.9599612,1048.978593,23.33012568,1,4.02916,0.109656548,0.459234966,No
N-(3-aminodecyl)-N-methylpyrrolidinium dicyanamide,Pyrrolidinium,Dicyanamide,Decyl,Amino,832.6643334,1041.3449,18.39831704,1,5.01586,0.168359758,0.459361574,No
N-(2-hydroxymethyl)-N-methylpyrrolidinium trifluoromethanesulfonate,Pyrrolidinium,Trifluoromethanesulfonate,Methyl,Hydroxyl,786.0524256,1730.739346,32.34892165,1.161834243,0.2474,0.090775275,0.460781123,No
carbonyl-N-methyl-N-methylpyrrolidinium trifluoromethanesulfonate,Pyrrolidinium,Trifluoromethanesulfonate,Methyl,Carbonyl,753.3372789,1554.359435,55.96775672,1.161834243,0.8872,0.098304219,0.428037225,No
N-methyl-N-methylpyrrolidinium trifluoromethanesulfonate,Pyrrolidinium,Trifluoromethanesulfonate,Methyl,,693.3830454,1697.893049,55.96775672,1.161834243,1.0721,0.065746348,0.424352077,No
carboxyl-N-methyl-N-methylpyrrolidinium trifluoromethanesulfonate,Pyrrolidinium,Trifluoromethanesulfonate,Methyl,Carboxyl,788.6918343,1515.514288,64.7073218,1.161834243,0.7729,0.157419075,0.417807938,No
N-(3-aminomethyl)-N-methylpyrrolidinium trifluoromethanesulfonate,Pyrrolidinium,Trifluoromethanesulfonate,Methyl,Amino,806.7567978,1710.761163,26.49643823,1.161834243,1.2341,0.139370641,0.462346712,No
N-(2-hydroxyethyl)-N-methylpyrrolidinium trifluoromethanesulfonate,Pyrrolidinium,Trifluoromethanesulfonate,Ethyl,Hydroxyl,793.8987115,1627.225438,30.87887746,1.309964451,0.6375,0.101238103,0.461922077,No
N-(3-aminoethyl)-N-methylpyrrolidinium trifluoromethanesulfonate,Pyrrolidinium,Trifluoromethanesulfonate,Ethyl,Amino,814.6030837,1610.1222,25.14573915,1.309964451,1.6242,0.155434608,0.4632792,No
carboxyl-N-ethyl-N-methylpyrrolidinium trifluoromethanesulfonate,Pyrrolidinium,Trifluoromethanesulfonate,Ethyl,Carboxyl,796.5381202,1451.136848,61.94660575,1.309964451,1.163,0.175563319,0.420000618,No
carbonyl-N-ethyl-N-methylpyrrolidinium trifluoromethanesulfonate,Pyrrolidinium,Trifluoromethanesulfonate,Ethyl,Carbonyl,761.1835649,1481.216912,52.80682057,1.309964451,1.2773,0.109634839,0.430913616,No
N-ethyl-N-methylpyrrolidinium trifluoromethanesulfonate,Pyrrolidinium,Trifluoromethanesulfonate,Ethyl,,701.2293313,1593.392296,52.80682057,1.309964451,1.4622,0.073324322,0.427764632,No
N-(2-hydroxypropyl)-N-methylpyrrolidinium trifluoromethanesulfonate,Pyrrolidinium,Trifluoromethanesulfonate,Propyl,Hydroxyl,806.3855102,1549.641844,34.00239342,1.476980794,1.0276,0.112906884,0.456496258,No
N-(3-aminopropyl)-N-methylpyrrolidinium trifluoromethanesulfonate,Pyrrolidinium,Trifluoromethanesulfonate,Propyl,Amino,827.0898824,1534.690914,28.02485589,1.476980794,2.0143,0.173350121,0.458142263,No
N-(3-aminobutyl)-N-methylpyrrolidinium trifluoromethanesulfonate,Pyrrolidinium,Trifluoromethanesulfonate,Butyl,Amino,838.7306884,1467.636577,25.22621342,1.665291195,2.4044,0.183901745,0.460434875,No
N-(2-hydroxybutyl)-N-methylpyrrolidinium trifluoromethanesulfonate,Pyrrolidinium,Trifluoromethanesulfonate,Butyl,Hydroxyl,818.0263162,1480.868299,30.94648913,1.665291195,1.4177,0.119779398,0.459161414,No
N-(2-hydroxypentyl)-N-methylpyrrolidinium trifluoromethanesulfonate,Pyrrolidinium,Trifluoromethanesulfonate,Pentyl,Hydroxyl,829.6754252,1423.450593,34.00239342,1,1.8078,0.127070233,0.45341182,No
N-(3-aminopentyl)-N-methylpyrrolidinium trifluoromethanesulfonate,Pyrrolidinium,Trifluoromethanesulfonate,Pentyl,Amino,850.3797974,1411.598101,28.02485589,1,2.7945,0.195095634,0.455004608,No
N-(3-aminohexyl)-N-methylpyrrolidinium trifluoromethanesulfonate,Pyrrolidinium,Trifluoromethanesulfonate,Hexyl,Amino,862.0289064,1364.034393,22.70705141,1,3.1846,0.206970883,0.46030736,No
N-(2-hydroxyhexyl)-N-methylpyrrolidinium trifluoromethanesulfonate,Pyrrolidinium,Trifluoromethanesulfonate,Hexyl,Hydroxyl,841.3245342,1374.757937,28.16522878,1,2.1979,0.134804853,0.459426524,No
N-(3-aminoheptyl)-N-methylpyrrolidinium trifluoromethanesulfonate,Pyrrolidinium,Trifluoromethanesulfonate,Heptyl,Amino,873.6697124,1323.118916,28.02485589,1,3.5747,0.219568964,0.451314923,No
N-(3-aminooctyl)-N-methylpyrrolidinium trifluoromethanesulfonate,Pyrrolidinium,Trifluoromethanesulfonate,Octyl,Amino,885.3188214,1287.61493,20.43946014,1,3.9648,0.232933876,0.459435083,No
N-(2-hydroxyheptyl)-N-methylpyrrolidinium trifluoromethanesulfonate,Pyrrolidinium,Trifluoromethanesulfonate,Heptyl,Hydroxyl,852.9653402,1332.902622,34.00239342,1,2.588,0.14301027,0.449757784,No
N-(2-hydroxyoctyl)-N-methylpyrrolidinium trifluoromethanesulfonate,Pyrrolidinium,Trifluoromethanesulfonate,Octyl,Hydroxyl,864.6144492,1296.605333,25.63392922,1,2.9781,0.151715142,0.458935804,No
N-(2-hydroxynonyl)-N-methylpyrrolidinium trifluoromethanesulfonate,Pyrrolidinium,Trifluoromethanesulfonate,Nonyl,Hydroxyl,876.2552552,1264.765331,34.00239342,1,3.3682,0.16094987,0.445720592,No
N-(3-aminononyl)-N-methylpyrrolidinium trifluoromethanesulfonate,Pyrrolidinium,Trifluoromethanesulfonate,Nonyl,Amino,896.9596274,1256.453078,28.02485589,1,4.3549,0.247112295,0.447252259,No
N-(2-hydroxydecyl)-N-methylpyrrolidinium trifluoromethanesulfonate,Pyrrolidinium,Trifluoromethanesulfonate,Decyl,Hydroxyl,887.9043642,1236.668447,23.33012568,1,3.7583,0.170746705,0.45783029,No
N-(3-aminodecyl)-N-methylpyrrolidinium trifluoromethanesulfonate,Pyrrolidinium,Trifluoromethanesulfonate,Decyl,Amino,908.6087364,1228.941868,18.39831704,1,4.745,0.262153739,0.457957395,No
N-(2-hydroxymethyl)-N-methylpyrrolidinium acetate,Pyrrolidinium,Acetate,Methyl,Hydroxyl,661.2381226,1460.611754,32.34892165,1.161834243,-1.0478,0.03880206,0.474035087,No
N-(3-aminomethyl)-N-methylpyrrolidinium acetate,Pyrrolidinium,Acetate,Methyl,Amino,681.9424948,1437.225245,26.49643823,1.161834243,-0.0611,0.05957424,0.475659866,No
carboxyl-N-methyl-N-methylpyrrolidinium acetate,Pyrrolidinium,Acetate,Methyl,Carboxyl,663.8775313,1267.40878,64.7073218,1.161834243,-0.5223,0.067289077,0.430686728,No
carbonyl-N-methyl-N-methylpyrrolidinium acetate,Pyrrolidinium,Acetate,Methyl,Carbonyl,628.5229759,1288.957341,55.96775672,1.161834243,-0.408,0.042020321,0.441210555,No
N-methyl-N-methylpyrrolidinium acetate,Pyrrolidinium,Acetate,Methyl,,568.5687424,1398.337004,55.96775672,1.161834243,-0.2231,0.028103399,0.438108615,No
N-(2-hydroxyethyl)-N-methylpyrrolidinium acetate,Pyrrolidinium,Acetate,Ethyl,Hydroxyl,669.0844085,1366.842024,30.87887746,1.309964451,-0.6577,0.043274416,0.475009674,No
N-(3-aminoethyl)-N-methylpyrrolidinium acetate,Pyrrolidinium,Acetate,Ethyl,Amino,689.7887807,1347.473188,25.14573915,1.309964451,0.329,0.066440813,0.47640656,No
carboxyl-N-ethyl-N-methylpyrrolidinium acetate,Pyrrolidinium,Acetate,Ethyl,Carboxyl,671.7238172,1216.133863,61.94660575,1.309964451,-0.1322,0.075044868,0.432655781,No
carbonyl-N-ethyl-N-methylpyrrolidinium acetate,Pyrrolidinium,Acetate,Ethyl,Carbonyl,636.3692619,1230.22894,52.80682057,1.309964451,-0.0179,0.046863616,0.443840768,No
N-ethyl-N-methylpyrrolidinium acetate,Pyrrolidinium,Acetate,Ethyl,,576.4150283,1308.180955,52.80682057,1.309964451,0.167,0.031342618,0.441276106,No
N-(3-aminobutyl)-N-methylpyrrolidinium acetate,Pyrrolidinium,Acetate,Butyl,Amino,713.9163854,1231.932652,25.22621342,1.665291195,1.1092,0.078609143,0.473102179,No
N-(3-aminopropyl)-N-methylpyrrolidinium acetate,Pyrrolidinium,Acetate,Propyl,Amino,702.2755794,1286.164651,28.02485589,1.476980794,0.7191,0.074098832,0.471028551,No
N-(2-hydroxybutyl)-N-methylpyrrolidinium acetate,Pyrrolidinium,Acetate,Butyl,Hydroxyl,693.2120132,1246.314909,30.94648913,1.665291195,0.1225,0.051199926,0.471807826,No
N-(2-hydroxypropyl)-N-methylpyrrolidinium acetate,Pyrrolidinium,Acetate,Propyl,Hydroxyl,681.5712072,1302.710188,34.00239342,1.476980794,-0.2676,0.048262258,0.469354134,No
N-(2-hydroxypentyl)-N-methylpyrrolidinium acetate,Pyrrolidinium,Acetate,Pentyl,Hydroxyl,704.8611222,1200.996533,34.00239342,1,0.5126,0.054316408,0.465851545,No
N-(3-aminopentyl)-N-methylpyrrolidinium acetate,Pyrrolidinium,Acetate,Pentyl,Amino,725.5654944,1188.289343,28.02485589,1,1.4993,0.083393992,0.467460241,No
N-(3-aminohexyl)-N-methylpyrrolidinium acetate,Pyrrolidinium,Acetate,Hexyl,Amino,737.2146034,1152.373207,22.70705141,1,1.8894,0.088470089,0.472564117,No
N-(2-hydroxyhexyl)-N-methylpyrrolidinium acetate,Pyrrolidinium,Acetate,Hexyl,Hydroxyl,716.5102312,1163.747054,28.16522878,1,0.9027,0.057622585,0.471670787,No
N-(2-hydroxyheptyl)-N-methylpyrrolidinium acetate,Pyrrolidinium,Acetate,Heptyl,Hydroxyl,728.1510372,1132.542049,34.00239342,1,1.2928,0.061130006,0.461820147,No
carbonyl-N-methyl-N-methylpyrrolidinium formate,Pyrrolidinium,Formate,Methyl,Carbonyl,615.6522334,1273.502926,55.96775672,1.161834243,-0.7981,0.037677575,0.444075545,No
N-methyl-N-methylpyrrolidinium formate,Pyrrolidinium,Formate,Methyl,,555.6979999,1388.409604,55.96775672,1.161834243,-0.6132,0.025198949,0.440879077,No
N-(2-hydroxyethyl)-N-methylpyrrolidinium formate,Pyrrolidinium,Formate,Ethyl,Hydroxyl,656.213666,1356.538251,30.87887746,1.309964451,-1.0478,0.03880206,0.477786623,No
N-(3-aminoethyl)-N-methylpyrrolidinium formate,Pyrrolidinium,Formate,Ethyl,Amino,676.9180382,1335.773783,25.14573915,1.309964451,-0.0611,0.05957424,0.479207445,No
carboxyl-N-ethyl-N-methylpyrrolidinium formate,Pyrrolidinium,Formate,Ethyl,Carboxyl,658.8530747,1199.598762,61.94660575,1.309964451,-0.5223,0.067289077,0.435539357,No
carbonyl-N-ethyl-N-methylpyrrolidinium formate,Pyrrolidinium,Formate,Ethyl,Carbonyl,623.4985194,1212.900464,52.80682057,1.309964451,-0.408,0.042020321,0.446737809,No
N-ethyl-N-methylpyrrolidinium formate,Pyrrolidinium,Formate,Ethyl,,563.5442858,1292.372425,52.80682057,1.309964451,-0.2231,0.028103399,0.444147112,No
N-(2-hydroxypropyl)-N-methylpyrrolidinium formate,Pyrrolidinium,Formate,Propyl,Hydroxyl,668.7004647,1289.403341,34.00239342,1.476980794,-0.6577,0.043274416,0.472182434,No
N-(3-aminopropyl)-N-methylpyrrolidinium formate,Pyrrolidinium,Formate,Propyl,Amino,689.4048369,1271.855583,28.02485589,1.476980794,0.329,0.066440813,0.473874072,No
N-(3-aminoheptyl)-N-methylpyrrolidinium acetate,Pyrrolidinium,Acetate,Heptyl,Amino,748.8554094,1122.253602,28.02485589,1,2.2795,0.093855162,0.463387375,No
N-(2-hydroxyoctyl)-N-methylpyrrolidinium acetate,Pyrrolidinium,Acetate,Octyl,Hydroxyl,739.8001462,1106.095488,25.63392922,1,1.6829,0.06485092,0.470829944,No
N-(2-hydroxybutyl)-N-methylpyrrolidinium formate,Pyrrolidinium,Formate,Butyl,Hydroxyl,680.3412707,1231.157849,30.94648913,1.665291195,-0.2676,0.04590848,0.474667764,No
N-(3-aminooctyl)-N-methylpyrrolidinium acetate,Pyrrolidinium,Acetate,Octyl,Amino,760.5045184,1096.706555,20.43946014,1,2.6696,0.099568019,0.471337587,No
N-(3-aminobutyl)-N-methylpyrrolidinium formate,Pyrrolidinium,Formate,Butyl,Amino,701.0456429,1216.029556,25.22621342,1.665291195,0.7191,0.070484989,0.475974964,No
N-(2-hydroxypentyl)-N-methylpyrrolidinium formate,Pyrrolidinium,Formate,Pentyl,Hydroxyl,691.9903797,1184.965442,34.00239342,1,0.1225,0.048702877,0.468726435,No
N-(3-aminopentyl)-N-methylpyrrolidinium formate,Pyrrolidinium,Formate,Pentyl,Amino,712.6947519,1171.683609,28.02485589,1,1.1092,0.07477533,0.470345054,No
N-(2-hydroxyhexyl)-N-methylpyrrolidinium formate,Pyrrolidinium,Formate,Hexyl,Hydroxyl,703.6394887,1147.398179,28.16522878,1,0.5126,0.051667365,0.47455112,No
N-(3-aminohexyl)-N-methylpyrrolidinium formate,Pyrrolidinium,Formate,Hexyl,Amino,724.3438609,1135.569455,22.70705141,1,1.4993,0.079326819,0.475452332,No
N-(2-hydroxynonyl)-N-methylpyrrolidinium acetate,Pyrrolidinium,Acetate,Nonyl,Hydroxyl,751.4409522,1083.326006,34.00239342,1,2.073,0.068798321,0.457459858,No
N-(2-hydroxyheptyl)-N-methylpyrrolidinium formate,Pyrrolidinium,Formate,Heptyl,Hydroxyl,715.2802947,1116.198951,34.00239342,1,0.9027,0.054812299,0.464700393,No
N-(3-aminononyl)-N-methylpyrrolidinium acetate,Pyrrolidinium,Acetate,Nonyl,Amino,772.1453244,1074.694489,28.02485589,1,3.0597,0.105628611,0.458998626,No
N-(3-aminoheptyl)-N-methylpyrrolidinium formate,Pyrrolidinium,Formate,Heptyl,Amino,735.9846669,1105.542327,28.02485589,1,1.8894,0.084155352,0.466274028,No
N-(3-aminodecyl)-N-methylpyrrolidinium acetate,Pyrrolidinium,Acetate,Decyl,Amino,783.7944334,1055.597025,18.39831704,1,3.4498,0.112058104,0.469560224,No
N-(2-hydroxymethyl)-N-methylpyrrolidinium formate,Pyrrolidinium,Formate,Methyl,Hydroxyl,648.3673801,1457.070349,32.34892165,1.161834243,-1.4379,0.034791917,0.476696425,No
N-(2-hydroxydecyl)-N-methylpyrrolidinium acetate,Pyrrolidinium,Acetate,Decyl,Hydroxyl,763.0900612,1063.582664,23.33012568,1,2.4631,0.072985997,0.469426946,No
N-(3-aminomethyl)-N-methylpyrrolidinium formate,Pyrrolidinium,Formate,Methyl,Amino,669.0717523,1431.609465,26.49643823,1.161834243,-0.4512,0.053417319,0.478356734,No
N-(2-hydroxyoctyl)-N-methylpyrrolidinium formate,Pyrrolidinium,Formate,Octyl,Hydroxyl,726.9294037,1089.952577,25.63392922,1,1.2928,0.058148661,0.473706781,No
N-(3-aminooctyl)-N-methylpyrrolidinium formate,Pyrrolidinium,Formate,Octyl,Amino,747.6337759,1080.260038,20.43946014,1,2.2795,0.089277792,0.474219733,No
carboxyl-N-methyl-N-methylpyrrolidinium formate,Pyrrolidinium,Formate,Methyl,Carboxyl,651.0067888,1252.160942,64.7073218,1.161834243,-0.9124,0.060334837,0.433548274,No
N-(2-hydroxynonyl)-N-methylpyrrolidinium formate,Pyrrolidinium,Formate,Nonyl,Hydroxyl,738.5702097,1067.494006,34.00239342,1,1.6829,0.061688103,0.460331394,No
N-(3-aminononyl)-N-methylpyrrolidinium formate,Pyrrolidinium,Formate,Nonyl,Amino,759.2745819,1058.608187,28.02485589,1,2.6696,0.094712029,0.461874636,No
N-(3-aminodecyl)-N-methylpyrrolidinium formate,Pyrrolidinium,Formate,Decyl,Amino,770.9236909,1039.925104,18.39831704,1,3.0597,0.100477043,0.472429173,No
N-(2-hydroxydecyl)-N-methylpyrrolidinium formate,Pyrrolidinium,Formate,Decyl,Hydroxyl,750.2193187,1048.126632,23.33012568,1,2.073,0.065442988,0.47229207,No
N-(2-hydroxymethyl)-N-methylpyrrolidinium methanesulfonate,Pyrrolidinium,Methanesulfonate,Methyl,Hydroxyl,764.1553846,1613.851468,32.34892165,1.161834243,-0.6426,0.063404084,0.468713452,No
N-(3-aminomethyl)-N-methylpyrrolidinium methanesulfonate,Pyrrolidinium,Methanesulfonate,Methyl,Amino,784.8597568,1591.273677,26.49643823,1.161834243,0.3441,0.097346638,0.470323967,No
carboxyl-N-methyl-N-methylpyrrolidinium methanesulfonate,Pyrrolidinium,Methanesulfonate,Methyl,Carboxyl,766.7947933,1397.08909,64.7073218,1.161834243,-0.1171,0.109952983,0.425767216,No
carbonyl-N-methyl-N-methylpyrrolidinium methanesulfonate,Pyrrolidinium,Methanesulfonate,Methyl,Carbonyl,731.4402379,1429.98976,55.96775672,1.161834243,-0.0028,0.068662848,0.436097523,No
N-(2-hydroxyethyl)-N-methylpyrrolidinium methanesulfonate,Pyrrolidinium,Methanesulfonate,Ethyl,Hydroxyl,772.0016705,1508.434323,30.87887746,1.309964451,-0.2525,0.070712087,0.469887045,No
N-methyl-N-methylpyrrolidinium methanesulfonate,Pyrrolidinium,Methanesulfonate,Methyl,,671.4860044,1567.329755,55.96775672,1.161834243,0.1821,0.045922053,0.432517923,No
N-(3-aminoethyl)-N-methylpyrrolidinium methanesulfonate,Pyrrolidinium,Methanesulfonate,Ethyl,Amino,792.7060427,1489.53434,25.14573915,1.309964451,0.7342,0.108566886,0.471275426,No
carbonyl-N-ethyl-N-methylpyrrolidinium methanesulfonate,Pyrrolidinium,Methanesulfonate,Ethyl,Carbonyl,739.2865239,1360.206041,52.80682057,1.309964451,0.3873,0.076576981,0.438916613,No
carboxyl-N-ethyl-N-methylpyrrolidinium methanesulfonate,Pyrrolidinium,Methanesulfonate,Ethyl,Carboxyl,774.6410792,1336.310156,61.94660575,1.309964451,0.273,0.122626248,0.427898566,No
N-(3-aminopropyl)-N-methylpyrrolidinium methanesulfonate,Pyrrolidinium,Methanesulfonate,Propyl,Amino,805.1928414,1416.837171,28.02485589,1.476980794,1.1243,0.121080389,0.466091933,No
N-ethyl-N-methylpyrrolidinium methanesulfonate,Pyrrolidinium,Methanesulfonate,Ethyl,,679.3322903,1462.482572,52.80682057,1.309964451,0.5722,0.051215064,0.435936475,No
N-(2-hydroxypropyl)-N-methylpyrrolidinium methanesulfonate,Pyrrolidinium,Methanesulfonate,Propyl,Hydroxyl,784.4884692,1433.093536,34.00239342,1.476980794,0.1376,0.078862417,0.464423005,No
N-(2-hydroxybutyl)-N-methylpyrrolidinium methanesulfonate,Pyrrolidinium,Methanesulfonate,Butyl,Hydroxyl,796.1292752,1367.244509,30.94648913,1.665291195,0.5277,0.083662682,0.467038238,No
N-(3-aminobutyl)-N-methylpyrrolidinium methanesulfonate,Pyrrolidinium,Methanesulfonate,Butyl,Amino,816.8336474,1353.040121,25.22621342,1.665291195,1.5144,0.128450414,0.468328971,No
N-(3-aminopentyl)-N-methylpyrrolidinium methanesulfonate,Pyrrolidinium,Methanesulfonate,Pentyl,Amino,828.4827564,1300.945841,28.02485589,1,1.9045,0.136269044,0.462831393,No
N-(2-hydroxypentyl)-N-methylpyrrolidinium methanesulfonate,Pyrrolidinium,Methanesulfonate,Pentyl,Hydroxyl,807.7783842,1313.543136,34.00239342,1,0.9178,0.088755134,0.46122519,No
N-(2-hydroxyhexyl)-N-methylpyrrolidinium methanesulfonate,Pyrrolidinium,Methanesulfonate,Hexyl,Hydroxyl,819.4274932,1268.876805,28.16522878,1,1.3079,0.094157558,0.467171146,No
N-(3-aminohexyl)-N-methylpyrrolidinium methanesulfonate,Pyrrolidinium,Methanesulfonate,Hexyl,Amino,840.1318654,1257.56986,22.70705141,1,2.2946,0.144563585,0.468062681,No
N-(2-hydroxyheptyl)-N-methylpyrrolidinium methanesulfonate,Pyrrolidinium,Methanesulfonate,Heptyl,Hydroxyl,831.0682992,1231.098998,34.00239342,1,1.698,0.099888821,0.457432787,No
N-(3-aminoheptyl)-N-methylpyrrolidinium methanesulfonate,Pyrrolidinium,Methanesulfonate,Heptyl,Amino,851.7726714,1220.849511,28.02485589,1,2.6847,0.153363006,0.458998658,No
N-(2-hydroxyoctyl)-N-methylpyrrolidinium methanesulfonate,Pyrrolidinium,Methanesulfonate,Octyl,Hydroxyl,842.7174082,1198.801961,25.63392922,1,2.0881,0.105968939,0.466542514,No
N-(3-aminooctyl)-N-methylpyrrolidinium methanesulfonate,Pyrrolidinium,Methanesulfonate,Octyl,Amino,863.4217804,1189.4335,20.43946014,1,3.0748,0.162698037,0.467049073,No
N-(3-aminononyl)-N-methylpyrrolidinium methanesulfonate,Pyrrolidinium,Methanesulfonate,Nonyl,Amino,875.0625864,1162.182833,28.02485589,1,3.4649,0.172601281,0.454799533,No
N-(2-hydroxynonyl)-N-methylpyrrolidinium methanesulfonate,Pyrrolidinium,Methanesulfonate,Nonyl,Hydroxyl,854.3582142,1170.806311,34.00239342,1,2.4782,0.112419148,0.453261681,No
N-(2-hydroxydecyl)-N-methylpyrrolidinium methanesulfonate,Pyrrolidinium,Methanesulfonate,Decyl,Hydroxyl,866.0073232,1146.370038,23.33012568,1,2.8683,0.119261973,0.465308902,No
N-(3-aminodecyl)-N-methylpyrrolidinium methanesulfonate,Pyrrolidinium,Methanesulfonate,Decyl,Amino,886.7116954,1138.384027,18.39831704,1,3.855,0.183107324,0.46544136,No
N-(2-hydroxymethyl)-N-methylpyrrolidinium tosylate,Pyrrolidinium,Tosylate,Methyl,Hydroxyl,833.9831776,2254.550666,32.34892165,1.161834243,1.09512,0.104947138,0.446175144,No
N-(3-aminomethyl)-N-methylpyrrolidinium tosylate,Pyrrolidinium,Tosylate,Methyl,Amino,854.6875498,2225.837962,26.49643823,1.161834243,2.08182,0.161129227,0.447889788,No
carboxyl-N-methyl-N-methylpyrrolidinium tosylate,Pyrrolidinium,Tosylate,Methyl,Carboxyl,836.6225863,1878.188105,64.7073218,1.161834243,1.62062,0.181995388,0.405956099,No
carbonyl-N-methyl-N-methylpyrrolidinium tosylate,Pyrrolidinium,Tosylate,Methyl,Carbonyl,801.2680309,1960.263707,55.96775672,1.161834243,1.73492,0.113651503,0.415446712,No
N-methyl-N-methylpyrrolidinium tosylate,Pyrrolidinium,Tosylate,Methyl,,741.3137974,2247.540019,55.96775672,1.161834243,1.91982,0.076010687,0.409304594,No
N-(2-hydroxyethyl)-N-methylpyrrolidinium tosylate,Pyrrolidinium,Tosylate,Ethyl,Hydroxyl,841.8294635,2066.116774,30.87887746,1.309964451,1.48522,0.117043426,0.448767667,No
N-(3-aminoethyl)-N-methylpyrrolidinium tosylate,Pyrrolidinium,Tosylate,Ethyl,Amino,862.5338357,2042.561955,25.14573915,1.309964451,2.47192,0.179701106,0.450234792,No
carboxyl-N-ethyl-N-methylpyrrolidinium tosylate,Pyrrolidinium,Tosylate,Ethyl,Carboxyl,844.4688722,1769.033509,61.94660575,1.309964451,2.01072,0.202972316,0.408914107,No
carbonyl-N-ethyl-N-methylpyrrolidinium tosylate,Pyrrolidinium,Tosylate,Ethyl,Carbonyl,809.1143169,1832.308585,52.80682057,1.309964451,2.12502,0.126751062,0.419260012,No
N-(2-hydroxypropyl)-N-methylpyrrolidinium tosylate,Pyrrolidinium,Tosylate,Propyl,Hydroxyl,854.3162622,1926.854747,34.00239342,1.476980794,1.87532,0.130533941,0.44439612,No
N-ethyl-N-methylpyrrolidinium tosylate,Pyrrolidinium,Tosylate,Ethyl,,749.1600833,2049.861404,52.80682057,1.309964451,2.30992,0.084771737,0.414309893,No
N-(3-aminopropyl)-N-methylpyrrolidinium tosylate,Pyrrolidinium,Tosylate,Propyl,Amino,875.0206344,1906.94543,28.02485589,1.476980794,2.86202,0.200413593,0.44612657,No
N-(2-hydroxybutyl)-N-methylpyrrolidinium tosylate,Pyrrolidinium,Tosylate,Butyl,Hydroxyl,865.9570682,1810.185154,30.94648913,1.665291195,2.26542,0.138479393,0.447879976,No
N-(3-aminobutyl)-N-methylpyrrolidinium tosylate,Pyrrolidinium,Tosylate,Butyl,Amino,886.6614404,1793.03848,25.22621342,1.665291195,3.25212,0.21261254,0.449220026,No
N-(3-aminopentyl)-N-methylpyrrolidinium tosylate,Pyrrolidinium,Tosylate,Pentyl,Amino,898.3105494,1700.12964,28.02485589,1,3.64222,0.225554022,0.444419963,No
N-(2-hydroxypentyl)-N-methylpyrrolidinium tosylate,Pyrrolidinium,Tosylate,Pentyl,Hydroxyl,877.6061772,1715.147418,34.00239342,1,2.65552,0.146908475,0.442773421,No
N-(3-aminohexyl)-N-methylpyrrolidinium tosylate,Pyrrolidinium,Tosylate,Hexyl,Amino,909.9596584,1622.867522,22.70705141,1,4.03232,0.239283238,0.450230319,No
N-(2-hydroxyhexyl)-N-methylpyrrolidinium tosylate,Pyrrolidinium,Tosylate,Hexyl,Hydroxyl,889.2552862,1636.200568,28.16522878,1,3.04562,0.155850626,0.449305251,No
N-(2-hydroxyheptyl)-N-methylpyrrolidinium tosylate,Pyrrolidinium,Tosylate,Heptyl,Hydroxyl,900.8960922,1569.533482,34.00239342,1,3.43572,0.165337076,0.440060601,No
N-(3-aminoheptyl)-N-methylpyrrolidinium tosylate,Pyrrolidinium,Tosylate,Heptyl,Amino,921.6004644,1557.5632,28.02485589,1,4.42242,0.253848136,0.441654719,No
